"","site","date","spacing_m","temp_avg","sal_avg","dist_from_bags","reclaimed","absent","consumed"
"469","styron",20200828,3,28.25,26,10,19,2,"0"
"470","styron",20200828,3,28.25,26,10,19,2,"0"
"471","styron",20200828,3,28.25,26,10,19,2,"0"
"472","styron",20200828,3,28.25,26,10,19,2,"0"
"473","styron",20200828,3,28.25,26,20,20,4,"1"
"474","styron",20200828,3,28.25,26,20,20,4,"1"
"475","styron",20200828,3,28.25,26,20,20,4,"1"
"476","styron",20200828,3,28.25,26,20,20,4,"0"
"477","styron",20200828,3,28.25,26,20,20,4,"0"
"478","styron",20200828,3,28.25,26,20,20,4,"0"
"479","styron",20200828,3,28.25,26,20,20,4,"0"
"480","styron",20200828,3,28.25,26,20,20,4,"0"
"481","styron",20200828,3,28.25,26,20,20,4,"0"
"482","styron",20200828,3,28.25,26,20,20,4,"0"
"483","styron",20200828,3,28.25,26,20,20,4,"0"
"484","styron",20200828,3,28.25,26,20,20,4,"0"
"485","styron",20200828,3,28.25,26,20,20,4,"0"
"486","styron",20200828,3,28.25,26,20,20,4,"0"
"487","styron",20200828,3,28.25,26,20,20,4,"0"
"488","styron",20200828,3,28.25,26,20,20,4,"0"
"489","styron",20200828,3,28.25,26,20,20,4,"0"
"490","styron",20200828,3,28.25,26,20,20,4,"0"
"491","styron",20200828,3,28.25,26,20,20,4,"0"
"492","styron",20200828,3,28.25,26,40,20,4,"1"
"493","styron",20200828,3,28.25,26,40,20,4,"1"
"494","styron",20200828,3,28.25,26,40,20,4,"1"
"495","styron",20200828,3,28.25,26,40,20,4,"0"
"496","styron",20200828,3,28.25,26,40,20,4,"0"
"497","styron",20200828,3,28.25,26,40,20,4,"0"
"498","styron",20200828,3,28.25,26,40,20,4,"0"
"499","styron",20200828,3,28.25,26,40,20,4,"0"
"500","styron",20200828,3,28.25,26,40,20,4,"0"
"501","styron",20200828,3,28.25,26,40,20,4,"0"
"502","styron",20200828,3,28.25,26,40,20,4,"0"
"503","styron",20200828,3,28.25,26,40,20,4,"0"
"504","styron",20200828,3,28.25,26,40,20,4,"0"
"505","styron",20200828,3,28.25,26,40,20,4,"0"
"506","styron",20200828,3,28.25,26,40,20,4,"0"
"507","styron",20200828,3,28.25,26,40,20,4,"0"
"508","styron",20200828,3,28.25,26,40,20,4,"0"
"509","styron",20200828,3,28.25,26,40,20,4,"0"
"510","styron",20200828,3,28.25,26,40,20,4,"0"
"511","styron",20200904,3,29,29,0,18,1,"0"
"512","styron",20200904,3,29,29,0,18,1,"0"
"513","styron",20200904,3,29,29,0,18,1,"0"
"514","styron",20200904,3,29,29,0,18,1,"0"
"515","styron",20200904,3,29,29,0,18,1,"0"
"516","styron",20200904,3,29,29,0,18,1,"0"
"517","styron",20200904,3,29,29,0,18,1,"0"
"518","styron",20200904,3,29,29,0,18,1,"0"
"519","styron",20200904,3,29,29,0,18,1,"0"
"520","styron",20200904,3,29,29,0,18,1,"0"
"521","styron",20200904,3,29,29,0,18,1,"0"
"522","styron",20200904,3,29,29,0,18,1,"0"
"523","styron",20200904,3,29,29,0,18,1,"0"
"524","styron",20200904,3,29,29,0,18,1,"0"
"525","styron",20200904,3,29,29,0,18,1,"0"
"526","styron",20200904,3,29,29,0,18,1,"0"
"527","styron",20200904,3,29,29,0,18,1,"0"
"528","styron",20200904,3,29,29,2.5,18,0,"0"
"529","styron",20200904,3,29,29,2.5,18,0,"0"
"530","styron",20200904,3,29,29,2.5,18,0,"0"
"531","styron",20200904,3,29,29,2.5,18,0,"0"
"532","styron",20200904,3,29,29,2.5,18,0,"0"
"533","styron",20200904,3,29,29,2.5,18,0,"0"
"534","styron",20200904,3,29,29,2.5,18,0,"0"
"535","styron",20200904,3,29,29,2.5,18,0,"0"
"536","styron",20200904,3,29,29,2.5,18,0,"0"
"537","styron",20200904,3,29,29,2.5,18,0,"0"
"538","styron",20200904,3,29,29,2.5,18,0,"0"
"539","styron",20200904,3,29,29,2.5,18,0,"0"
"540","styron",20200904,3,29,29,2.5,18,0,"0"
"541","styron",20200904,3,29,29,2.5,18,0,"0"
"542","styron",20200904,3,29,29,2.5,18,0,"0"
"543","styron",20200904,3,29,29,2.5,18,0,"0"
"544","styron",20200904,3,29,29,2.5,18,0,"0"
"545","styron",20200904,3,29,29,5,18,2,"1"
"546","styron",20200904,3,29,29,5,18,2,"0"
"547","styron",20200904,3,29,29,5,18,2,"0"
"548","styron",20200904,3,29,29,5,18,2,"0"
"549","styron",20200904,3,29,29,5,18,2,"0"
"550","styron",20200904,3,29,29,5,18,2,"0"
"551","styron",20200904,3,29,29,5,18,2,"0"
"552","styron",20200904,3,29,29,5,18,2,"0"
"553","styron",20200904,3,29,29,5,18,2,"0"
"554","styron",20200904,3,29,29,5,18,2,"0"
"555","styron",20200904,3,29,29,5,18,2,"0"
"556","styron",20200904,3,29,29,5,18,2,"0"
"557","styron",20200904,3,29,29,5,18,2,"0"
"558","styron",20200904,3,29,29,5,18,2,"0"
"559","styron",20200904,3,29,29,5,18,2,"0"
"560","styron",20200904,3,29,29,5,18,2,"0"
"561","styron",20200904,3,29,29,5,18,2,"0"
"562","styron",20200904,3,29,29,10,17,4,"1"
"563","styron",20200904,3,29,29,10,17,4,"1"
"564","styron",20200904,3,29,29,10,17,4,"1"
"565","styron",20200904,3,29,29,10,17,4,"0"
"566","styron",20200904,3,29,29,10,17,4,"0"
"567","styron",20200904,3,29,29,10,17,4,"0"
"568","styron",20200904,3,29,29,10,17,4,"0"
"569","styron",20200904,3,29,29,10,17,4,"0"
"570","styron",20200904,3,29,29,10,17,4,"0"
"571","styron",20200904,3,29,29,10,17,4,"0"
"572","styron",20200904,3,29,29,10,17,4,"0"
"573","styron",20200904,3,29,29,10,17,4,"0"
"574","styron",20200904,3,29,29,10,17,4,"0"
"575","styron",20200904,3,29,29,10,17,4,"0"
"576","styron",20200904,3,29,29,10,17,4,"0"
"577","styron",20200904,3,29,29,10,17,4,"0"
"578","styron",20200904,3,29,29,20,18,8,"1"
"579","styron",20200904,3,29,29,20,18,8,"1"
"580","styron",20200904,3,29,29,20,18,8,"1"
"581","styron",20200904,3,29,29,20,18,8,"1"
"582","styron",20200904,3,29,29,20,18,8,"1"
"583","styron",20200904,3,29,29,20,18,8,"1"
"584","styron",20200904,3,29,29,20,18,8,"1"
"585","styron",20200904,3,29,29,20,18,8,"0"
"586","styron",20200904,3,29,29,20,18,8,"0"
"587","styron",20200904,3,29,29,20,18,8,"0"
"588","styron",20200904,3,29,29,20,18,8,"0"
"589","styron",20200904,3,29,29,20,18,8,"0"
"590","styron",20200904,3,29,29,20,18,8,"0"
"591","styron",20200904,3,29,29,20,18,8,"0"
"592","styron",20200904,3,29,29,20,18,8,"0"
"593","styron",20200904,3,29,29,20,18,8,"0"
"594","styron",20200904,3,29,29,20,18,8,"0"
"595","styron",20200904,3,29,29,40,18,4,"1"
"596","styron",20200904,3,29,29,40,18,4,"1"
"597","styron",20200904,3,29,29,40,18,4,"1"
"598","styron",20200904,3,29,29,40,18,4,"0"
"599","styron",20200904,3,29,29,40,18,4,"0"
"600","styron",20200904,3,29,29,40,18,4,"0"
"601","styron",20200904,3,29,29,40,18,4,"0"
"602","styron",20200904,3,29,29,40,18,4,"0"
"603","styron",20200904,3,29,29,40,18,4,"0"
"604","styron",20200904,3,29,29,40,18,4,"0"
"605","styron",20200904,3,29,29,40,18,4,"0"
"606","styron",20200904,3,29,29,40,18,4,"0"
"607","styron",20200904,3,29,29,40,18,4,"0"
"608","styron",20200904,3,29,29,40,18,4,"0"
"609","styron",20200904,3,29,29,40,18,4,"0"
"610","styron",20200904,3,29,29,40,18,4,"0"
"611","styron",20200904,3,29,29,40,18,4,"0"
"612","mera",20200913,1,25.4,27.5,0,16,3,"1"
"613","mera",20200913,1,25.4,27.5,0,16,3,"1"
"614","mera",20200913,1,25.4,27.5,0,16,3,"0"
"615","mera",20200913,1,25.4,27.5,0,16,3,"0"
"616","mera",20200913,1,25.4,27.5,0,16,3,"0"
"617","mera",20200913,1,25.4,27.5,0,16,3,"0"
"618","mera",20200913,1,25.4,27.5,0,16,3,"0"
"619","mera",20200913,1,25.4,27.5,0,16,3,"0"
"620","mera",20200913,1,25.4,27.5,0,16,3,"0"
"621","mera",20200913,1,25.4,27.5,0,16,3,"0"
"622","mera",20200913,1,25.4,27.5,0,16,3,"0"
"623","mera",20200913,1,25.4,27.5,0,16,3,"0"
"624","mera",20200913,1,25.4,27.5,0,16,3,"0"
"625","mera",20200913,1,25.4,27.5,0,16,3,"0"
"626","mera",20200913,1,25.4,27.5,0,16,3,"0"
"627","mera",20200913,1,25.4,27.5,2.5,15,5,"1"
"628","mera",20200913,1,25.4,27.5,2.5,15,5,"1"
"629","mera",20200913,1,25.4,27.5,2.5,15,5,"1"
"630","mera",20200913,1,25.4,27.5,2.5,15,5,"1"
"631","mera",20200913,1,25.4,27.5,2.5,15,5,"0"
"632","mera",20200913,1,25.4,27.5,2.5,15,5,"0"
"633","mera",20200913,1,25.4,27.5,2.5,15,5,"0"
"634","mera",20200913,1,25.4,27.5,2.5,15,5,"0"
"635","mera",20200913,1,25.4,27.5,2.5,15,5,"0"
"636","mera",20200913,1,25.4,27.5,2.5,15,5,"0"
"637","mera",20200913,1,25.4,27.5,2.5,15,5,"0"
"638","mera",20200913,1,25.4,27.5,2.5,15,5,"0"
"639","mera",20200913,1,25.4,27.5,2.5,15,5,"0"
"640","mera",20200913,1,25.4,27.5,2.5,15,5,"0"
"641","mera",20200913,1,25.4,27.5,5,16,4,"1"
"642","mera",20200913,1,25.4,27.5,5,16,4,"1"
"643","mera",20200913,1,25.4,27.5,5,16,4,"1"
"644","mera",20200913,1,25.4,27.5,5,16,4,"0"
"645","mera",20200913,1,25.4,27.5,5,16,4,"0"
"646","mera",20200913,1,25.4,27.5,5,16,4,"0"
"647","mera",20200913,1,25.4,27.5,5,16,4,"0"
"648","mera",20200913,1,25.4,27.5,5,16,4,"0"
"649","mera",20200913,1,25.4,27.5,5,16,4,"0"
"650","mera",20200913,1,25.4,27.5,5,16,4,"0"
"651","mera",20200913,1,25.4,27.5,5,16,4,"0"
"652","mera",20200913,1,25.4,27.5,5,16,4,"0"
"653","mera",20200913,1,25.4,27.5,5,16,4,"0"
"654","mera",20200913,1,25.4,27.5,5,16,4,"0"
"655","mera",20200913,1,25.4,27.5,5,16,4,"0"
"656","mera",20200913,1,25.4,27.5,10,16,1,"0"
"657","mera",20200913,1,25.4,27.5,10,16,1,"0"
"658","mera",20200913,1,25.4,27.5,10,16,1,"0"
"659","mera",20200913,1,25.4,27.5,10,16,1,"0"
"660","mera",20200913,1,25.4,27.5,10,16,1,"0"
"661","mera",20200913,1,25.4,27.5,10,16,1,"0"
"662","mera",20200913,1,25.4,27.5,10,16,1,"0"
"663","mera",20200913,1,25.4,27.5,10,16,1,"0"
"664","mera",20200913,1,25.4,27.5,10,16,1,"0"
"665","mera",20200913,1,25.4,27.5,10,16,1,"0"
"666","mera",20200913,1,25.4,27.5,10,16,1,"0"
"667","mera",20200913,1,25.4,27.5,10,16,1,"0"
"668","mera",20200913,1,25.4,27.5,10,16,1,"0"
"669","mera",20200913,1,25.4,27.5,10,16,1,"0"
"670","mera",20200913,1,25.4,27.5,10,16,1,"0"
"671","mera",20200913,1,25.4,27.5,20,16,13,"1"
"672","mera",20200913,1,25.4,27.5,20,16,13,"1"
"673","mera",20200913,1,25.4,27.5,20,16,13,"1"
"674","mera",20200913,1,25.4,27.5,20,16,13,"1"
"675","mera",20200913,1,25.4,27.5,20,16,13,"1"
"676","mera",20200913,1,25.4,27.5,20,16,13,"1"
"677","mera",20200913,1,25.4,27.5,20,16,13,"1"
"678","mera",20200913,1,25.4,27.5,20,16,13,"1"
"679","mera",20200913,1,25.4,27.5,20,16,13,"1"
"680","mera",20200913,1,25.4,27.5,20,16,13,"1"
"681","mera",20200913,1,25.4,27.5,20,16,13,"1"
"682","mera",20200913,1,25.4,27.5,20,16,13,"1"
"683","mera",20200913,1,25.4,27.5,20,16,13,"0"
"684","mera",20200913,1,25.4,27.5,20,16,13,"0"
"685","mera",20200913,1,25.4,27.5,20,16,13,"0"
"686","mera",20200913,1,25.4,27.5,40,16,3,"1"
"687","mera",20200913,1,25.4,27.5,40,16,3,"1"
"688","mera",20200913,1,25.4,27.5,40,16,3,"0"
"689","mera",20200913,1,25.4,27.5,40,16,3,"0"
"690","mera",20200913,1,25.4,27.5,40,16,3,"0"
"691","mera",20200913,1,25.4,27.5,40,16,3,"0"
"692","mera",20200913,1,25.4,27.5,40,16,3,"0"
"693","mera",20200913,1,25.4,27.5,40,16,3,"0"
"694","mera",20200913,1,25.4,27.5,40,16,3,"0"
"695","mera",20200913,1,25.4,27.5,40,16,3,"0"
"696","mera",20200913,1,25.4,27.5,40,16,3,"0"
"697","mera",20200913,1,25.4,27.5,40,16,3,"0"
"698","mera",20200913,1,25.4,27.5,40,16,3,"0"
"699","mera",20200913,1,25.4,27.5,40,16,3,"0"
"700","mera",20200913,1,25.4,27.5,40,16,3,"0"
"701","mera",20201009,1,22.4,30.5,0,15,0,"0"
"702","mera",20201009,1,22.4,30.5,0,15,0,"0"
"703","mera",20201009,1,22.4,30.5,0,15,0,"0"
"704","mera",20201009,1,22.4,30.5,0,15,0,"0"
"705","mera",20201009,1,22.4,30.5,0,15,0,"0"
"706","mera",20201009,1,22.4,30.5,0,15,0,"0"
"707","mera",20201009,1,22.4,30.5,0,15,0,"0"
"708","mera",20201009,1,22.4,30.5,0,15,0,"0"
"709","mera",20201009,1,22.4,30.5,0,15,0,"0"
"710","mera",20201009,1,22.4,30.5,0,15,0,"0"
"711","mera",20201009,1,22.4,30.5,0,15,0,"0"
"712","mera",20201009,1,22.4,30.5,0,15,0,"0"
"713","mera",20201009,1,22.4,30.5,0,15,0,"0"
"714","mera",20201009,1,22.4,30.5,0,15,0,"0"
"715","mera",20201009,1,22.4,30.5,2.5,15,0,"0"
"716","mera",20201009,1,22.4,30.5,2.5,15,0,"0"
"717","mera",20201009,1,22.4,30.5,2.5,15,0,"0"
"718","mera",20201009,1,22.4,30.5,2.5,15,0,"0"
"719","mera",20201009,1,22.4,30.5,2.5,15,0,"0"
"720","mera",20201009,1,22.4,30.5,2.5,15,0,"0"
"721","mera",20201009,1,22.4,30.5,2.5,15,0,"0"
"722","mera",20201009,1,22.4,30.5,2.5,15,0,"0"
"723","mera",20201009,1,22.4,30.5,2.5,15,0,"0"
"724","mera",20201009,1,22.4,30.5,2.5,15,0,"0"
"725","mera",20201009,1,22.4,30.5,2.5,15,0,"0"
"726","mera",20201009,1,22.4,30.5,2.5,15,0,"0"
"727","mera",20201009,1,22.4,30.5,2.5,15,0,"0"
"728","mera",20201009,1,22.4,30.5,2.5,15,0,"0"
"729","mera",20201009,1,22.4,30.5,5,15,0,"0"
"730","mera",20201009,1,22.4,30.5,5,15,0,"0"
"731","mera",20201009,1,22.4,30.5,5,15,0,"0"
"732","mera",20201009,1,22.4,30.5,5,15,0,"0"
"733","mera",20201009,1,22.4,30.5,5,15,0,"0"
"734","mera",20201009,1,22.4,30.5,5,15,0,"0"
"735","mera",20201009,1,22.4,30.5,5,15,0,"0"
"736","mera",20201009,1,22.4,30.5,5,15,0,"0"
"737","mera",20201009,1,22.4,30.5,5,15,0,"0"
"738","mera",20201009,1,22.4,30.5,5,15,0,"0"
"739","mera",20201009,1,22.4,30.5,5,15,0,"0"
"740","mera",20201009,1,22.4,30.5,5,15,0,"0"
"741","mera",20201009,1,22.4,30.5,5,15,0,"0"
"742","mera",20201009,1,22.4,30.5,5,15,0,"0"
"743","mera",20201009,1,22.4,30.5,10,15,0,"0"
"744","mera",20201009,1,22.4,30.5,10,15,0,"0"
"745","mera",20201009,1,22.4,30.5,10,15,0,"0"
"746","mera",20201009,1,22.4,30.5,10,15,0,"0"
"747","mera",20201009,1,22.4,30.5,10,15,0,"0"
"748","mera",20201009,1,22.4,30.5,10,15,0,"0"
"749","mera",20201009,1,22.4,30.5,10,15,0,"0"
"750","mera",20201009,1,22.4,30.5,10,15,0,"0"
"751","mera",20201009,1,22.4,30.5,10,15,0,"0"
"752","mera",20201009,1,22.4,30.5,10,15,0,"0"
"753","mera",20201009,1,22.4,30.5,10,15,0,"0"
"754","mera",20201009,1,22.4,30.5,10,15,0,"0"
"755","mera",20201009,1,22.4,30.5,10,15,0,"0"
"756","mera",20201009,1,22.4,30.5,10,15,0,"0"
"757","mera",20201009,1,22.4,30.5,20,15,0,"0"
"758","mera",20201009,1,22.4,30.5,20,15,0,"0"
"759","mera",20201009,1,22.4,30.5,20,15,0,"0"
"760","mera",20201009,1,22.4,30.5,20,15,0,"0"
"761","mera",20201009,1,22.4,30.5,20,15,0,"0"
"762","mera",20201009,1,22.4,30.5,20,15,0,"0"
"763","mera",20201009,1,22.4,30.5,20,15,0,"0"
"764","mera",20201009,1,22.4,30.5,20,15,0,"0"
"765","mera",20201009,1,22.4,30.5,20,15,0,"0"
"766","mera",20201009,1,22.4,30.5,20,15,0,"0"
"767","mera",20201009,1,22.4,30.5,20,15,0,"0"
"768","mera",20201009,1,22.4,30.5,20,15,0,"0"
"769","mera",20201009,1,22.4,30.5,20,15,0,"0"
"770","mera",20201009,1,22.4,30.5,20,15,0,"0"
"771","mera",20201009,1,22.4,30.5,40,15,0,"0"
"772","mera",20201009,1,22.4,30.5,40,15,0,"0"
"773","mera",20201009,1,22.4,30.5,40,15,0,"0"
"774","mera",20201009,1,22.4,30.5,40,15,0,"0"
"775","mera",20201009,1,22.4,30.5,40,15,0,"0"
"776","mera",20201009,1,22.4,30.5,40,15,0,"0"
"777","mera",20201009,1,22.4,30.5,40,15,0,"0"
"778","mera",20201009,1,22.4,30.5,40,15,0,"0"
"779","mera",20201009,1,22.4,30.5,40,15,0,"0"
"780","mera",20201009,1,22.4,30.5,40,15,0,"0"
"781","mera",20201009,1,22.4,30.5,40,15,0,"0"
"782","mera",20201009,1,22.4,30.5,40,15,0,"0"
"783","mera",20201009,1,22.4,30.5,40,15,0,"0"
"784","mera",20201009,1,22.4,30.5,40,15,0,"0"
"785","styron",20201016,4,22.9,23,0,20,4,"1"
"786","styron",20201016,4,22.9,23,0,20,4,"1"
"787","styron",20201016,4,22.9,23,0,20,4,"1"
"788","styron",20201016,4,22.9,23,0,20,4,"0"
"789","styron",20201016,4,22.9,23,0,20,4,"0"
"790","styron",20201016,4,22.9,23,0,20,4,"0"
"791","styron",20201016,4,22.9,23,0,20,4,"0"
"792","styron",20201016,4,22.9,23,0,20,4,"0"
"793","styron",20201016,4,22.9,23,0,20,4,"0"
"794","styron",20201016,4,22.9,23,0,20,4,"0"
"795","styron",20201016,4,22.9,23,0,20,4,"0"
"796","styron",20201016,4,22.9,23,0,20,4,"0"
"797","styron",20201016,4,22.9,23,0,20,4,"0"
"798","styron",20201016,4,22.9,23,0,20,4,"0"
"799","styron",20201016,4,22.9,23,0,20,4,"0"
"800","styron",20201016,4,22.9,23,0,20,4,"0"
"801","styron",20201016,4,22.9,23,0,20,4,"0"
"802","styron",20201016,4,22.9,23,0,20,4,"0"
"803","styron",20201016,4,22.9,23,0,20,4,"0"
"804","styron",20201016,4,22.9,23,2.5,20,6,"1"
"805","styron",20201016,4,22.9,23,2.5,20,6,"1"
"806","styron",20201016,4,22.9,23,2.5,20,6,"1"
"807","styron",20201016,4,22.9,23,2.5,20,6,"1"
"808","styron",20201016,4,22.9,23,2.5,20,6,"1"
"809","styron",20201016,4,22.9,23,2.5,20,6,"0"
"810","styron",20201016,4,22.9,23,2.5,20,6,"0"
"811","styron",20201016,4,22.9,23,2.5,20,6,"0"
"812","styron",20201016,4,22.9,23,2.5,20,6,"0"
"813","styron",20201016,4,22.9,23,2.5,20,6,"0"
"814","styron",20201016,4,22.9,23,2.5,20,6,"0"
"815","styron",20201016,4,22.9,23,2.5,20,6,"0"
"816","styron",20201016,4,22.9,23,2.5,20,6,"0"
"817","styron",20201016,4,22.9,23,2.5,20,6,"0"
"818","styron",20201016,4,22.9,23,2.5,20,6,"0"
"819","styron",20201016,4,22.9,23,2.5,20,6,"0"
"820","styron",20201016,4,22.9,23,2.5,20,6,"0"
"821","styron",20201016,4,22.9,23,2.5,20,6,"0"
"822","styron",20201016,4,22.9,23,2.5,20,6,"0"
"823","styron",20201016,4,22.9,23,5,20,4,"1"
"824","styron",20201016,4,22.9,23,5,20,4,"1"
"825","styron",20201016,4,22.9,23,5,20,4,"1"
"826","styron",20201016,4,22.9,23,5,20,4,"0"
"827","styron",20201016,4,22.9,23,5,20,4,"0"
"828","styron",20201016,4,22.9,23,5,20,4,"0"
"829","styron",20201016,4,22.9,23,5,20,4,"0"
"830","styron",20201016,4,22.9,23,5,20,4,"0"
"831","styron",20201016,4,22.9,23,5,20,4,"0"
"832","styron",20201016,4,22.9,23,5,20,4,"0"
"833","styron",20201016,4,22.9,23,5,20,4,"0"
"834","styron",20201016,4,22.9,23,5,20,4,"0"
"835","styron",20201016,4,22.9,23,5,20,4,"0"
"836","styron",20201016,4,22.9,23,5,20,4,"0"
"837","styron",20201016,4,22.9,23,5,20,4,"0"
"838","styron",20201016,4,22.9,23,5,20,4,"0"
"839","styron",20201016,4,22.9,23,5,20,4,"0"
"840","styron",20201016,4,22.9,23,5,20,4,"0"
"841","styron",20201016,4,22.9,23,5,20,4,"0"
"842","styron",20201016,4,22.9,23,10,20,5,"1"
"843","styron",20201016,4,22.9,23,10,20,5,"1"
"844","styron",20201016,4,22.9,23,10,20,5,"1"
"845","styron",20201016,4,22.9,23,10,20,5,"1"
"846","styron",20201016,4,22.9,23,10,20,5,"0"
"847","styron",20201016,4,22.9,23,10,20,5,"0"
"848","styron",20201016,4,22.9,23,10,20,5,"0"
"849","styron",20201016,4,22.9,23,10,20,5,"0"
"850","styron",20201016,4,22.9,23,10,20,5,"0"
"851","styron",20201016,4,22.9,23,10,20,5,"0"
"852","styron",20201016,4,22.9,23,10,20,5,"0"
"853","styron",20201016,4,22.9,23,10,20,5,"0"
"854","styron",20201016,4,22.9,23,10,20,5,"0"
"855","styron",20201016,4,22.9,23,10,20,5,"0"
"856","styron",20201016,4,22.9,23,10,20,5,"0"
"857","styron",20201016,4,22.9,23,10,20,5,"0"
"858","styron",20201016,4,22.9,23,10,20,5,"0"
"859","styron",20201016,4,22.9,23,10,20,5,"0"
"860","styron",20201016,4,22.9,23,10,20,5,"0"
"861","styron",20201016,4,22.9,23,20,19,7,"1"
"862","styron",20201016,4,22.9,23,20,19,7,"1"
"863","styron",20201016,4,22.9,23,20,19,7,"1"
"864","styron",20201016,4,22.9,23,20,19,7,"1"
"865","styron",20201016,4,22.9,23,20,19,7,"1"
"866","styron",20201016,4,22.9,23,20,19,7,"1"
"867","styron",20201016,4,22.9,23,20,19,7,"0"
"868","styron",20201016,4,22.9,23,20,19,7,"0"
"869","styron",20201016,4,22.9,23,20,19,7,"0"
"870","styron",20201016,4,22.9,23,20,19,7,"0"
"871","styron",20201016,4,22.9,23,20,19,7,"0"
"872","styron",20201016,4,22.9,23,20,19,7,"0"
"873","styron",20201016,4,22.9,23,20,19,7,"0"
"874","styron",20201016,4,22.9,23,20,19,7,"0"
"875","styron",20201016,4,22.9,23,20,19,7,"0"
"876","styron",20201016,4,22.9,23,20,19,7,"0"
"877","styron",20201016,4,22.9,23,20,19,7,"0"
"878","styron",20201016,4,22.9,23,20,19,7,"0"
"879","styron",20201016,4,22.9,23,40,20,12,"1"
"880","styron",20201016,4,22.9,23,40,20,12,"1"
"881","styron",20201016,4,22.9,23,40,20,12,"1"
"882","styron",20201016,4,22.9,23,40,20,12,"1"
"883","styron",20201016,4,22.9,23,40,20,12,"1"
"884","styron",20201016,4,22.9,23,40,20,12,"1"
"885","styron",20201016,4,22.9,23,40,20,12,"1"
"886","styron",20201016,4,22.9,23,40,20,12,"1"
"887","styron",20201016,4,22.9,23,40,20,12,"1"
"888","styron",20201016,4,22.9,23,40,20,12,"1"
"889","styron",20201016,4,22.9,23,40,20,12,"1"
"890","styron",20201016,4,22.9,23,40,20,12,"0"
"891","styron",20201016,4,22.9,23,40,20,12,"0"
"892","styron",20201016,4,22.9,23,40,20,12,"0"
"893","styron",20201016,4,22.9,23,40,20,12,"0"
"894","styron",20201016,4,22.9,23,40,20,12,"0"
"895","styron",20201016,4,22.9,23,40,20,12,"0"
"896","styron",20201016,4,22.9,23,40,20,12,"0"
"897","styron",20201016,4,22.9,23,40,20,12,"0"
"898","mera",20201017,1,19.75,28.5,0,15,0,"0"
"899","mera",20201017,1,19.75,28.5,0,15,0,"0"
"900","mera",20201017,1,19.75,28.5,0,15,0,"0"
"901","mera",20201017,1,19.75,28.5,0,15,0,"0"
"902","mera",20201017,1,19.75,28.5,0,15,0,"0"
"903","mera",20201017,1,19.75,28.5,0,15,0,"0"
"904","mera",20201017,1,19.75,28.5,0,15,0,"0"
"905","mera",20201017,1,19.75,28.5,0,15,0,"0"
"906","mera",20201017,1,19.75,28.5,0,15,0,"0"
"907","mera",20201017,1,19.75,28.5,0,15,0,"0"
"908","mera",20201017,1,19.75,28.5,0,15,0,"0"
"909","mera",20201017,1,19.75,28.5,0,15,0,"0"
"910","mera",20201017,1,19.75,28.5,0,15,0,"0"
"911","mera",20201017,1,19.75,28.5,0,15,0,"0"
"912","mera",20201017,1,19.75,28.5,2.5,15,3,"1"
"913","mera",20201017,1,19.75,28.5,2.5,15,3,"1"
"914","mera",20201017,1,19.75,28.5,2.5,15,3,"0"
"915","mera",20201017,1,19.75,28.5,2.5,15,3,"0"
"916","mera",20201017,1,19.75,28.5,2.5,15,3,"0"
"917","mera",20201017,1,19.75,28.5,2.5,15,3,"0"
"918","mera",20201017,1,19.75,28.5,2.5,15,3,"0"
"919","mera",20201017,1,19.75,28.5,2.5,15,3,"0"
"920","mera",20201017,1,19.75,28.5,2.5,15,3,"0"
"921","mera",20201017,1,19.75,28.5,2.5,15,3,"0"
"922","mera",20201017,1,19.75,28.5,2.5,15,3,"0"
"923","mera",20201017,1,19.75,28.5,2.5,15,3,"0"
"924","mera",20201017,1,19.75,28.5,2.5,15,3,"0"
"925","mera",20201017,1,19.75,28.5,2.5,15,3,"0"
"926","mera",20201017,1,19.75,28.5,5,15,1,"0"
"927","mera",20201017,1,19.75,28.5,5,15,1,"0"
"928","mera",20201017,1,19.75,28.5,5,15,1,"0"
"929","mera",20201017,1,19.75,28.5,5,15,1,"0"
"930","mera",20201017,1,19.75,28.5,5,15,1,"0"
"931","mera",20201017,1,19.75,28.5,5,15,1,"0"
"932","mera",20201017,1,19.75,28.5,5,15,1,"0"
"933","mera",20201017,1,19.75,28.5,5,15,1,"0"
"934","mera",20201017,1,19.75,28.5,5,15,1,"0"
"935","mera",20201017,1,19.75,28.5,5,15,1,"0"
"936","mera",20201017,1,19.75,28.5,5,15,1,"0"
"937","mera",20201017,1,19.75,28.5,5,15,1,"0"
"938","mera",20201017,1,19.75,28.5,5,15,1,"0"
"939","mera",20201017,1,19.75,28.5,5,15,1,"0"
"940","mera",20201017,1,19.75,28.5,10,15,1,"0"
"941","mera",20201017,1,19.75,28.5,10,15,1,"0"
"942","mera",20201017,1,19.75,28.5,10,15,1,"0"
"943","mera",20201017,1,19.75,28.5,10,15,1,"0"
"944","mera",20201017,1,19.75,28.5,10,15,1,"0"
"945","mera",20201017,1,19.75,28.5,10,15,1,"0"
"946","mera",20201017,1,19.75,28.5,10,15,1,"0"
"947","mera",20201017,1,19.75,28.5,10,15,1,"0"
"948","mera",20201017,1,19.75,28.5,10,15,1,"0"
"949","mera",20201017,1,19.75,28.5,10,15,1,"0"
"950","mera",20201017,1,19.75,28.5,10,15,1,"0"
"951","mera",20201017,1,19.75,28.5,10,15,1,"0"
